price,area,rooms,has_dishwasher,has_fridge,has_stove,has_oven,has_basement,has_balcony,has_terrace,has_garden,has_parking,has_elevator,has_security,lat,lon,building_material_BREEZEBLOCK,building_material_BRICK,building_material_CELLULAR_CONCRETE,building_material_CONCRETE,building_material_CONCRETE_PLATE,building_material_OTHER,building_material_REINFORCED_CONCRETE,building_material_SILIKAT,building_material_unknown,ownership_FULL_OWNERSHIP,ownership_LIMITED_OWNERSHIP,ownership_SHARE,ownership_USUFRUCT,ownership_unknown,condition_READY_TO_USE,condition_TO_COMPLETION,condition_TO_RENOVATION,condition_unknown,heating_type_BOILER_ROOM,heating_type_ELECTRICAL,heating_type_GAS,heating_type_OTHER,heating_type_TILED_STOVE,heating_type_URBAN,heating_type_unknown,building_type_APARTMENT,building_type_BLOCK,building_type_HOUSE,building_type_INFILL,building_type_LOFT,building_type_RIBBON,building_type_TENEMENT,building_type_unknown,windows_type_ALUMINIUM,windows_type_PLASTIC,windows_type_WOODEN,windows_type_unknown,building_age_category_communist,building_age_category_modern,building_age_category_new,building_age_category_prewar,building_age_category_unknown
999000,36.0,2,1,1,1,1,0,1,0,0,0,1,1,52.2049981,21.0646319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
474563,34.69,2,0,0,0,0,0,1,0,0,0,1,1,52.32464,21.05939,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
430000,62.0,3,0,0,0,0,0,0,0,0,0,1,0,51.658492,19.375362,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
485000,40.49,2,0,0,0,0,0,0,0,0,0,1,1,51.23955,22.55257,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
300000,55.4,3,0,0,0,0,1,1,0,0,0,0,0,50.44613,18.85827,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
478000,35.0,2,0,0,0,0,1,0,0,0,0,0,1,50.0471277,22.0023231,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
517762,40.09,2,0,0,0,0,0,0,1,1,0,1,1,54.336892786948,18.583599521288,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
850000,76.54,3,0,0,0,0,0,1,0,0,0,0,0,51.7482212,19.467412,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
428032,45.74,3,0,0,0,0,0,1,0,0,0,0,0,49.84531,19.92374,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
299000,48.57,2,0,0,0,0,1,1,0,0,0,0,1,51.7889003,19.4455215,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
698000,27.47,2,0,0,0,0,0,0,0,0,0,1,1,52.23434,21.00119,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
265000,51.9,2,0,0,1,0,1,1,0,0,0,0,0,50.1493,18.66899,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
569000,64.0,3,1,1,1,1,0,1,0,0,0,0,1,54.1736349,19.3954255,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
289000,48.26,3,0,0,0,0,0,0,0,0,0,0,1,54.148758,19.4132265,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
399000,62.0,3,0,0,0,0,0,1,0,0,0,0,0,51.86061,19.38014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1393000,82.0,3,0,0,0,0,0,1,0,0,0,0,0,52.16007,21.07025,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
699000,52.0,2,1,1,1,1,0,1,1,0,0,0,1,50.020680958237,20.058025500031,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
659000,51.0,3,0,0,0,0,0,1,1,0,0,0,0,49.83378,19.94242,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
759000,54.58,3,0,0,0,0,0,1,0,0,0,0,0,50.107132,19.915872,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1420000,63.0,3,1,1,1,1,0,1,0,0,0,0,1,51.1111455,17.0128544,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
309000,33.0,1,1,1,1,1,1,1,0,0,0,1,1,50.317873979098,19.168025880593,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
320000,35.0,1,0,1,1,0,1,0,0,0,0,0,1,51.77769,19.42679,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
465000,47.8,2,0,1,1,1,1,1,0,0,0,0,1,51.2350289,22.4983559,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
409000,64.9,3,1,1,1,1,1,1,0,0,0,0,0,52.3233934,17.5822856,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
239990,52.0,3,0,0,0,0,0,1,0,0,0,0,1,50.0058339,18.4696012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
769000,48.2,2,0,0,0,0,1,1,0,0,0,0,1,54.458063954247,18.547080602715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
199000,34.0,2,0,1,1,1,1,0,0,0,0,0,1,53.14118,17.604,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
329000,42.53,2,0,0,0,0,1,1,0,0,0,0,0,51.4043564,16.2110641,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
495000,38.0,2,0,0,0,0,0,1,0,0,0,1,0,50.01565,19.9886329,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
235000,34.0,1,0,0,0,0,1,0,0,0,0,0,0,50.1384307,18.6067687,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
999000,33.82,2,0,0,0,0,0,1,0,0,0,1,1,50.0518923,19.9446742,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
999000,129.16,4,0,0,0,0,0,0,0,0,0,0,0,52.309680511684,21.102590410312,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
360910,40.35,2,0,0,0,0,1,1,1,0,0,1,1,51.768284448671,19.452465740723,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
459000,36.0,2,1,1,1,1,0,0,0,0,0,0,1,54.178908968063,15.580507324715,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
674900,44.5,3,1,1,1,1,1,1,0,0,0,0,1,50.0859867,20.021793,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
745000,43.11,2,0,0,0,0,0,0,0,0,0,1,1,53.9259524,14.4473059,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
650000,48.0,2,0,1,0,0,0,1,0,0,0,1,1,50.4070919,16.5142578,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
375000,29.71,2,0,0,0,0,0,0,1,1,0,1,0,53.126605,17.993916,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
650000,80.49,4,0,0,0,0,1,0,0,0,0,0,0,51.2411489,22.5696027,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
239000,48.0,2,0,0,0,0,1,0,0,0,0,0,1,50.4826353,19.4347388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
249900,43.09,1,0,1,0,1,1,0,0,0,0,0,1,53.1325,17.96569,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
410000,49.2,2,0,0,0,0,0,1,0,0,0,0,1,51.7426276,19.5670733,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
825000,79.64,4,0,0,0,0,1,1,0,0,0,0,0,53.804217,20.41353,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
498000,80.0,3,0,0,0,0,1,0,0,0,0,0,0,49.9779771,18.94205,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1333584,70.56,3,1,1,1,1,1,1,0,0,0,1,1,52.197008026675,20.952622663486,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
845000,50.0,2,1,1,1,1,1,1,0,0,0,1,1,52.24467328571,20.990589264555,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
285000,89.6,3,0,0,0,0,0,0,1,1,0,0,0,51.1098835,15.5799142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1250000,78.58,5,0,0,0,0,1,0,0,0,0,0,0,52.2058885,21.1783864,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
701102,35.32,1,0,0,0,0,0,1,0,0,0,1,0,54.350951685318,18.548544047662,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
620000,52.73,2,1,1,1,1,0,1,0,0,0,0,1,53.098735072486,23.131893553442,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
618268,57.34,3,0,0,0,0,0,1,0,0,0,1,1,51.280927421827,22.544199822088,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
575883,58.17,3,0,0,0,0,0,0,0,0,0,1,1,49.999355522974,22.010838490484,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
714900,58.0,3,1,1,1,1,0,1,0,0,0,1,1,51.736410116833,19.433662346558,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
276805,33.35,1,0,0,0,0,0,1,0,0,0,1,1,52.474417422576,17.279400587368,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
487095,59.95,4,0,0,0,0,1,1,1,0,0,1,1,51.75033947135,19.448425764526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
299999,50.0,2,0,0,1,1,1,1,0,0,0,0,1,50.7699175,16.2821097,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
449000,47.1,2,1,0,1,1,1,0,0,0,0,0,1,53.136228564726,23.14770956787,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
662702,42.91,2,0,0,0,0,0,0,0,0,0,1,0,54.343702,18.5714552,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
899000,71.61,4,1,1,1,1,0,0,1,1,0,0,0,51.084448110629,16.90709873499,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
460000,52.16,3,0,0,0,1,0,0,0,0,0,0,1,52.505805865436,16.744605366795,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1599900,62.0,3,0,0,0,0,1,1,0,0,0,1,0,54.44776,18.54337,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
569000,83.44,3,0,0,0,0,1,0,1,1,0,0,0,54.182809,16.210334,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
874900,34.62,1,0,0,0,0,0,1,1,0,0,1,1,51.10195,17.03667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
755000,36.0,2,1,1,1,1,0,0,0,0,0,1,1,52.206723357902,21.04980035546,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
589883,48.19,2,0,0,0,0,0,1,0,0,0,1,0,51.782454957778,19.464970537399,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
380000,62.0,4,0,0,0,0,0,0,0,0,0,0,0,51.229395,18.585177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
650000,44.17,3,1,1,1,1,1,1,0,0,0,1,1,51.2739119,22.5425866,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
469000,37.05,2,1,1,1,1,1,0,0,0,0,0,0,52.3824391,16.8819337,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
230000,34.0,2,0,1,1,1,1,0,0,0,0,0,1,52.22797,18.24663,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
305257,40.06,2,0,0,0,0,0,1,0,0,0,1,1,52.80848,17.19966,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
779000,37.11,2,1,1,1,1,0,1,0,0,0,1,1,52.199735101049,20.932501021118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
790000,67.5,3,1,1,1,1,0,1,0,0,0,0,1,51.0737582,16.9950384,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
984060,74.35,3,0,0,0,0,0,1,0,0,0,1,0,50.045121945342,19.985406558189,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1742000,41.47,2,0,0,0,0,0,0,0,0,0,1,0,52.23387135995,20.991566813981,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
419000,48.4,2,0,0,0,0,1,1,0,0,0,1,0,53.02705,18.66257,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
634950,42.33,2,0,0,0,0,0,1,0,0,0,1,1,52.401684433118,16.860526860589,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
699000,51.7,2,1,1,1,0,0,1,0,0,0,1,1,53.912930306218,14.238283914355,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
390000,29.5,2,0,1,0,0,1,0,0,0,0,1,1,52.2888027,21.0414981,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
636200,57.14,3,0,0,0,0,0,0,0,0,0,1,0,52.44608,16.89413,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
932568,76.44,4,0,0,0,0,0,1,0,0,0,1,1,50.250137292514,19.007295459294,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2295000,100.05,4,0,0,0,0,0,0,0,0,0,1,0,52.1592841,21.0741803,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
635000,53.9,3,1,1,1,1,1,0,0,0,0,1,1,51.1382983,17.0252284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
819000,78.0,4,1,1,0,1,0,0,0,0,0,0,1,51.0287787,17.1528263,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
415000,43.0,2,0,0,0,0,1,1,0,0,0,0,1,53.1067294,23.1250793,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
499000,37.79,2,1,1,0,1,0,0,0,0,0,0,0,52.4135587,16.8985112,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
350000,58.51,3,1,1,1,1,1,0,0,0,0,0,1,50.2599742,19.0479889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1139000,61.05,3,0,0,0,0,1,0,0,0,0,0,0,52.252923,21.00464,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
587150,61.4,4,0,0,0,0,0,1,0,0,0,1,1,54.49282,18.4235,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
265000,36.24,2,0,0,0,0,1,1,0,0,0,0,0,51.7358615,19.4866222,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
169000,15.5,1,0,0,0,0,0,0,0,0,0,0,0,50.099426,20.0743996,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
499000,63.49,3,0,0,0,0,0,0,0,1,0,0,0,49.985626,21.994303,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
605000,72.79,4,0,0,0,0,0,1,0,0,0,0,1,53.145577571644,23.048349886296,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
165000,39.4,2,0,1,1,1,1,1,0,0,0,0,0,52.856932663938,19.669624101166,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
399000,28.0,1,0,1,0,1,0,1,1,0,0,0,0,50.0218452,20.048714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1327986,63.34,3,0,0,0,0,1,1,0,0,0,1,1,54.405350046236,18.600707211978,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
560000,56.69,3,1,1,0,1,0,1,0,0,0,0,0,53.1469854,23.1592257,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
795000,34.32,2,1,1,1,1,0,1,0,0,0,1,1,52.17991,20.94782,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
399900,64.5,4,0,0,0,0,0,0,0,0,0,0,0,52.10878,16.12549,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
299000,68.81,3,0,0,0,0,0,0,1,1,0,0,0,50.3877912,18.8263824,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
650000,56.17,3,0,0,0,0,0,0,0,0,0,0,0,52.3138336,21.1169711,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
457085,40.45,2,0,0,0,0,1,1,1,0,0,1,1,54.332718,19.185205,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1090000,37.01,2,1,1,1,1,0,0,1,0,0,1,1,50.054372,19.963333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
831109,68.36,3,0,0,0,0,0,1,0,0,0,1,1,51.1110543,17.0134566,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
328000,46.0,3,0,1,1,1,1,1,0,0,0,0,1,51.86467186197,19.386916956592,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
399000,45.63,3,0,0,0,0,0,1,0,0,0,0,1,54.611530624273,18.32685629574,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
